"user_id","is_married","has_children","days_btw_last_booking_signup","age","is_in_working_age","is_senior","is_new_customer","avg_page_clicks","avg_minutes_per_session","booking_rate","weekdays_travel_quote","avg_travelled_km","storno_quote","discount_quote","avg_rooms_per_trip","avg_seats_per_flight","avg_bags_per_flight","avg_hotel_costs","avg_flight_costs","is_frequent_flyer"
"531931","0","0","91","39","1","0","0","9.3750000000000000","1.18125000000000000833","0.25000000000000000000","0.00000000000000000000","3267.6951190451300000","1.00000000000000000000","0.00000000000000000000","1.5000000000000000","1.5000000000000000","0.50000000000000000000","456.0000000000000000","944.1450000000000000","0"
"611065","0","0","138","42","1","0","0","19.8750000000000000","2.44583333333333333333","0.50000000000000000000","0.25000000000000000000","3472.4028843385500000","1.00000000000000000000","0.00000000000000000000","1.5000000000000000","1.5000000000000000","0.75000000000000000000","483.7500000000000000","893.1925000000000000","0"
"586762","0","0","52","36","1","0","0","15.7500000000000000","1.93958333333333332917","0.37500000000000000000","0.66666666666666666667","2673.4107380250600000","1.00000000000000000000","0.33333333333333333333","1.3333333333333333","1.3333333333333333","0.33333333333333333333","1162.6666666666666667","584.1700000000000000","0"
"229330","1","0","385","47","1","0","0","16.1250000000000000","1.99375000000000001667","0.50000000000000000000","0.00000000000000000000","1175.6900050298525000","1.00000000000000000000","0.00000000000000000000","1.7500000000000000","1.7500000000000000","0.25000000000000000000","653.5000000000000000","387.0275000000000000","0"
"536035","0","0","33","28","1","0","0","13.8750000000000000","1.71249999999999999583","0.25000000000000000000","0.00000000000000000000","1425.7291149684500000","1.00000000000000000000","0.00000000000000000000","1.5000000000000000","1.5000000000000000","0.50000000000000000000","227.0000000000000000","488.3400000000000000","0"
"513030","0","0","59","38","1","0","0","12.2500000000000000","1.52500000000000000833","0.37500000000000000000","0.00000000000000000000","1241.5596913311933333","1.00000000000000000000","0.00000000000000000000","1.00000000000000000000","1.00000000000000000000","0.00000000000000000000","882.6666666666666667","202.2766666666666667","0"
"477730","0","0","162","45","1","0","0","23.1250000000000000","2.86249999999999999583","0.62500000000000000000","0.00000000000000000000","3340.3118670232200000","1.00000000000000000000","0.20000000000000000000","1.2000000000000000","1.2000000000000000","0.00000000000000000000","981.2000000000000000","697.1420000000000000","1"
"570821","1","1","137","40","1","0","0","11.8750000000000000","1.47083333333333332500","0.37500000000000000000","0.33333333333333333333","2971.3066796512766667","1.00000000000000000000","0.33333333333333333333","1.00000000000000000000","1.00000000000000000000","0.66666666666666666667","414.0000000000000000","472.3963333333333333","0"
"517076","0","0","130","38","1","0","0","26.2500000000000000","3.27916666666666666250","0.62500000000000000000","0.20000000000000000000","984.3252776288520000","1.00000000000000000000","0.60000000000000000000","1.2000000000000000","1.00000000000000000000","0.00000000000000000000","792.8000000000000000","183.6340000000000000","0"
"585248","1","1","12","48","1","0","1","11.0000000000000000","1.36458333333333333333","0.12500000000000000000","0.00000000000000000000","2264.9472939411400000","1.00000000000000000000","0.00000000000000000000","1.00000000000000000000","1.00000000000000000000","0.00000000000000000000","242.0000000000000000","394.5500000000000000","0"
"539267","1","0","57","41","1","0","0","11.6250000000000000","1.45625000000000000000","0.25000000000000000000","1.00000000000000000000","1331.1972800902000000","1.00000000000000000000","0.00000000000000000000","2.0000000000000000","2.0000000000000000","0.50000000000000000000","99.5000000000000000","293.8750000000000000","0"
"611954","0","0","133","42","1","0","0","16.7500000000000000","2.09166666666666666667","0.50000000000000000000","0.00000000000000000000","1088.4097057532525000","1.00000000000000000000","0.50000000000000000000","1.00000000000000000000","1.00000000000000000000","0.75000000000000000000","533.0000000000000000","181.1487500000000000","0"
"577541","0","0","60","34","1","0","0","51.3750000000000000","18.26250000000000000417","0.37500000000000000000","0.33333333333333333333","929.3959864587066667","1.00000000000000000000","0.66666666666666666667","1.00000000000000000000","1.3333333333333333","0.66666666666666666667","242.0000000000000000","162.7133333333333333","0"
"524607","1","0","137","36","1","0","0","16.1250000000000000","2.00833333333333334167","0.62500000000000000000","0.20000000000000000000","3733.8747617846600000","1.00000000000000000000","0.00000000000000000000","1.00000000000000000000","1.00000000000000000000","0.60000000000000000000","560.6000000000000000","654.4340000000000000","1"
"549579","0","0","0","42","1","0","1","9.5000000000000000","1.17708333333333333750","0.12500000000000000000","0.00000000000000000000","1109.8067386331500000","1.00000000000000000000","0.00000000000000000000","1.00000000000000000000","1.00000000000000000000","0.00000000000000000000","348.0000000000000000","183.7000000000000000","0"
"547266","1","0","143","55","1","0","0","15.0000000000000000","1.83958333333333333750","0.37500000000000000000","0.33333333333333333333","1445.8693863791800000","1.00000000000000000000","0.33333333333333333333","1.3333333333333333","1.5000000000000000","1.00000000000000000000","475.3333333333333333","327.3166666666666667","0"
"532119","1","0","178","52","1","0","0","19.3750000000000000","2.41250000000000000000","0.75000000000000000000","0.16666666666666666667","1821.0552048753666667","1.00000000000000000000","0.00000000000000000000","1.00000000000000000000","1.5000000000000000","0.16666666666666666667","580.0000000000000000","555.7633333333333333","1"
"562032","0","0","62","22","1","0","0","15.1250000000000000","1.84583333333333332917","0.25000000000000000000","0.00000000000000000000","0","1.00000000000000000000","1.00000000000000000000","1.5000000000000000","0","0","1360.0000000000000000","0","0"
"545879","0","0","140","26","1","0","0","22.0000000000000000","9.25684562500000000833","0.37500000000000000000","0.00000000000000000000","2763.5743236853700000","1.00000000000000000000","0.33333333333333333333","1.3333333333333333","2.0000000000000000","0.66666666666666666667","2334.6666666666666667","742.0700000000000000","0"
"630176","1","1","125","52","1","0","0","23.7500000000000000","2.94583333333333333750","0.12500000000000000000","0.00000000000000000000","3329.4272001303800000","1.00000000000000000000","0.00000000000000000000","1.00000000000000000000","1.00000000000000000000","0.00000000000000000000","108.0000000000000000","597.5700000000000000","0"
"517324","1","0","27","69","0","1","1","20.5000000000000000","2.54166666666666667917","0.12500000000000000000","0.00000000000000000000","2701.9715546457500000","1.00000000000000000000","0.00000000000000000000","0","1.00000000000000000000","1.00000000000000000000","0","472.4400000000000000","0"
"539953","1","1","173","35","1","0","0","12.8750000000000000","1.58124999999999999583","0.25000000000000000000","0.50000000000000000000","1616.6361850849850000","1.00000000000000000000","0.00000000000000000000","1.00000000000000000000","1.00000000000000000000","0.00000000000000000000","626.0000000000000000","296.6950000000000000","0"
"577944","1","0","24","68","0","1","1","10.7500000000000000","1.34791666666666665417","0.12500000000000000000","0.00000000000000000000","0","1.00000000000000000000","1.00000000000000000000","2.0000000000000000","0","0","438.0000000000000000","0","0"
"565601","1","1","","49","1","0","0","9.7500000000000000","1.22291666666666666250","0.00000000000000000000","0","0","0","0","0","0","0","0","0","0"
"531109","1","1","156","48","1","0","0","17.1250000000000000","2.10416666666666665833","0.50000000000000000000","0.50000000000000000000","1330.5274483685575000","1.00000000000000000000","0.50000000000000000000","1.00000000000000000000","1.00000000000000000000","1.00000000000000000000","203.0000000000000000","240.3641250000000000","0"
